CEDULA_ANONIMIZADA;FECHA;CODIGO_EMPRESA;ID_GENERO;ID_ESTADO_CIVIL;FECHA_NACIMIENTO;EDAD;CODIGO_LOCALIDAD;TIPO_NOMINA;FECHA_INGRESO;FECHA_INICIO_CONTRATO;ID_CARGO;TIPO_CARGO;NIVEL_CARGO;CATEGORIA_CARGO;TIPO_AREA;ID_CENTRO_COSTO;SENAL_SINDICALIZADO;CLASE_EMPLEADO;CLASE_NOMINA;SUBSIDIO_TRANSPORTE;PORCENTAJE_RIESGO;SALARIO;COMPENSACION_VARIABLE;PORCENT_COMP_VARIABLE;TOTAL_SALARIO;UBICACION_ANONIMIZADA;FECHA FIN CONTRATO;CAUSA NOMBRE;TIPO DE RETIRO;RETIRO
156;1/03/2020;21;M;SOLTERO;24/07/1996;24;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/10/2019;21/10/2019;83820;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110142;N;NO DEFINIDO;2;S;0.522;3300000;2996700;0;6296700;4;31/12/2040;NO APLICA;NO APLICA;0
162;1/03/2020;21;F;SOLTERO;2/04/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/09/2016;5/09/2016;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
163;1/03/2020;41;M;CASADO;25/08/1989;31;1523;LEY 50 NOMINAL TERMINO INDEFIN;19/08/2014;19/08/2014;84207;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110142;N;NO DEFINIDO;0;S;0.522;3300000;2996700;0;6296700;4;31/12/2040;NO APLICA;NO APLICA;0
165;1/03/2020;21;M;SOLTERO;2/02/1990;30;1507;LEY 50 NOMINAL TERMINO INDEFIN;2/01/2019;2/01/2019;84525;ADMINISTRATIVO;6;10;ADMINISTRATIVO;310600;N;NO DEFINIDO;3;S;1.04;1873800;1800000;0;3673800;12;31/12/2040;NO APLICA;NO APLICA;0
166;1/03/2020;21;F;CASADO;3/04/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;5/07/2017;5/07/2017;84660;ADMINISTRATIVO;4;14;ADMINISTRATIVO;310125;N;NO DEFINIDO;0;S;0.522;4164000;4000000;0;8164000;5;31/12/2040;NO APLICA;NO APLICA;0
168;1/03/2020;41;F;SOLTERO;12/12/1991;29;1523;LEY 50 NOMINAL TERMINO INDEFIN;1/03/2017;1/03/2017;84237;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110125;N;NO DEFINIDO;0;S;0.522;2946000;2830000;0;5776000;4;31/12/2040;NO APLICA;NO APLICA;0
176;1/03/2020;21;F;UNION LIBRE;23/09/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/03/2019;18/03/2019;83972;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110125;N;NO DEFINIDO;2;S;0.522;4500000;4148000;0;8648000;4;31/12/2040;NO APLICA;NO APLICA;0
179;1/03/2020;21;F;SOLTERO;26/06/1992;28;1502;LEY 50 NOMINAL TERMINO INDEFIN;5/11/2019;5/11/2019;84485;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110110;N;NO DEFINIDO;2;S;0.522;3114000;3000000;0;6114000;5;31/12/2040;NO APLICA;NO APLICA;0
180;1/03/2020;21;F;CASADO;3/06/1993;27;1511;LEY 50 NOMINAL TERMINO INDEFIN;25/07/2016;25/07/2016;84061;ADMINISTRATIVO PLANTA;5;13;PLANTA;210176;N;NO DEFINIDO;0;S;0.522;2529900;2437300;0;4967200;18;31/12/2040;NO APLICA;NO APLICA;0
182;1/03/2020;21;F;SOLTERO;13/01/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/07/2019;16/07/2019;84591;ADMINISTRATIVO;4;14;ADMINISTRATIVO;320330;N;NO DEFINIDO;3;S;1.04;2914800;2800000;0;5714800;5;31/12/2040;NO APLICA;NO APLICA;0
186;1/03/2020;21;M;SOLTERO;30/03/1997;23;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/07/2019;2/07/2019;83871;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110125;N;NO DEFINIDO;2;S;0.522;2954500;2830000;0;5784500;4;31/12/2040;NO APLICA;NO APLICA;0
188;1/03/2020;21;M;CASADO;10/07/1986;34;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/01/2015;5/01/2015;83827;COMERCIAL;5;12;COMERCIAL;320313;N;NO DEFINIDO;0;S;0.522;1558380;1497000;1038920;3055380;4;31/12/2040;NO APLICA;NO APLICA;0
191;1/03/2020;21;F;CASADO;30/03/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/02/2019;4/02/2019;84319;ADMINISTRATIVO PLANTA;5;11;PLANTA;110191;N;NO DEFINIDO;2;S;0.522;2289300;2199100;0;4488400;4;31/12/2040;NO APLICA;NO APLICA;0
192;1/03/2020;21;F;SOLTERO;19/08/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/08/2017;16/08/2017;83943;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110213;N;NO DEFINIDO;0;S;0.522;5634900;5413000;0;11047900;4;31/12/2040;NO APLICA;NO APLICA;0
196;1/03/2020;21;F;UNION LIBRE;12/04/1988;32;1503;LEY 50 NOMINAL TERMINO FIJO;19/01/2018;19/01/2018;84424;DIRECCION;6;9;PLANTA;210144;N;NO DEFINIDO;0;S;4.35;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
200;1/03/2020;21;F;CASADO;12/08/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2016;1/11/2016;84062;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110126;N;NO DEFINIDO;0;S;0.522;2490100;2392000;0;4882100;4;31/12/2040;NO APLICA;NO APLICA;0
203;1/03/2020;21;F;UNION LIBRE;15/06/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/12/2019;2/12/2019;83925;ADMINISTRATIVO;6;9;ADMINISTRATIVO;310110;N;NO DEFINIDO;2;S;0.522;1457400;1400000;0;2857400;4;31/12/2040;NO APLICA;NO APLICA;0
205;1/03/2020;21;F;UNION LIBRE;16/11/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/03/2019;1/03/2019;84549;ADMINISTRATIVO;5;11;ADMINISTRATIVO;110401;N;NO DEFINIDO;2;S;0.522;1957100;1880000;0;3837100;4;31/12/2040;NO APLICA;NO APLICA;0
206;1/03/2020;21;F;SOLTERO;18/08/1995;25;1502;LEY 50 NOMINAL TERMINO INDEFIN;18/06/2019;18/06/2019;84481;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110600;N;NO DEFINIDO;2;S;0.522;3132000;3000000;0;6132000;5;31/12/2040;NO APLICA;NO APLICA;0
208;1/03/2020;21;M;UNION LIBRE;27/03/1996;24;1503;LEY 50 NOMINAL TERMINO FIJO;16/03/2018;16/03/2018;84607;DIRECCION;6;9;OPERATIVO;210144;N;NO DEFINIDO;0;S;4.35;1245600;1200000;0;2445600;18;31/12/2040;NO APLICA;NO APLICA;0
211;1/03/2020;21;F;SOLTERO;14/07/1998;22;1504;LEY 50 NOMINAL TERMINO INDEFIN;10/05/2019;10/05/2019;84319;ADMINISTRATIVO PLANTA;5;11;PLANTA;110191;N;NO DEFINIDO;2;S;4.35;2289300;2199100;0;4488400;4;31/12/2040;NO APLICA;NO APLICA;0
216;1/03/2020;21;F;CASADO;31/10/1986;34;1502;LEY 50 NOMINAL TERMINO INDEFIN;25/07/2016;25/07/2016;84670;ADMINISTRATIVO;3;17;ADMINISTRATIVO;110224;N;NO DEFINIDO;0;S;0.522;11411439;7000000;0;18411439;5;31/12/2040;NO APLICA;NO APLICA;0
218;1/03/2020;21;M;CASADO;22/03/1986;34;1504;LEY 50 INTEGRAL;20/09/2011;20/09/2011;84611;ADMINISTRATIVO;2;18;ADMINISTRATIVO;110213;N;NO DEFINIDO;0;S;0.522;15660000;15000000;0;30660000;4;31/12/2040;NO APLICA;NO APLICA;0
219;1/03/2020;21;F;SOLTERO;9/05/1986;34;1503;LEY 50 NOMINAL TERMINO FIJO;18/03/2019;18/03/2019;84424;DIRECCION;6;9;PLANTA;210144;N;NO DEFINIDO;2;S;2436;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
222;1/03/2020;21;F;SOLTERO;3/03/1989;31;1502;LEY 50 NOMINAL TERMINO INDEFIN;19/02/2018;19/02/2018;84603;ADMINISTRATIVO;3;16;ADMINISTRATIVO;310201;N;NO DEFINIDO;0;S;0.522;6246000;6000000;0;12246000;5;31/12/2040;NO APLICA;NO APLICA;0
223;1/03/2020;21;M;SOLTERO;13/06/1989;31;1502;LEY 50 NOMINAL TERMINO INDEFIN;2/05/2012;2/05/2012;84711;ADMINISTRATIVO;3;16;ADMINISTRATIVO;310600;N;NO DEFINIDO;0;S;0.522;11411439;6000000;0;17411439;5;31/12/2040;NO APLICA;NO APLICA;0
225;1/03/2020;21;M;CASADO;28/12/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/04/2017;5/04/2017;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
229;1/03/2020;21;F;SOLTERO;12/05/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;7/06/2017;7/06/2017;84563;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310112;N;NO DEFINIDO;0;S;2436;3331200;3200000;0;6531200;4;31/12/2040;NO APLICA;NO APLICA;0
233;1/03/2020;21;F;SOLTERO;12/04/1993;27;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/03/2019;1/03/2019;84553;ADMINISTRATIVO;4;14;ADMINISTRATIVO;110191;N;NO DEFINIDO;2;S;0.522;3654000;3500000;0;7154000;4;31/12/2040;NO APLICA;NO APLICA;0
237;1/03/2020;21;M;SOLTERO;17/11/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/03/2019;4/03/2019;84551;ADMINISTRATIVO;5;12;COMERCIAL;310215;N;NO DEFINIDO;3;S;0.522;2779500;2670000;0;5449500;5;31/12/2040;NO APLICA;NO APLICA;0
239;1/03/2020;21;F;SOLTERO;21/01/1996;24;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/11/2017;16/11/2017;84719;ADMINISTRATIVO;4;14;COMERCIAL;310111;N;NO DEFINIDO;0;S;0.522;4247300;3300000;0;7547300;5;31/12/2040;NO APLICA;NO APLICA;0
240;1/03/2020;21;M;SOLTERO;20/10/1997;23;1503;LEY 50 NOMINAL TERMINO INDEFIN;2/01/2019;2/01/2019;84094;ADMINISTRATIVO PLANTA;6;10;PLANTA;310198;N;NO DEFINIDO;2;S;2436;1384100;1333400;0;2717500;18;31/12/2040;NO APLICA;NO APLICA;0
244;1/03/2020;21;M;CASADO;8/01/1988;32;1502;LEY 50 INTEGRAL;17/10/2017;17/10/2017;84527;ADMINISTRATIVO;2;18;COMERCIAL;310129;N;NO DEFINIDO;0;S;0.522;19314000;18500000;0;37814000;5;31/12/2040;NO APLICA;NO APLICA;0
248;1/03/2020;21;M;SOLTERO;26/12/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/08/2017;4/08/2017;84459;DIRECCION;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;2436;1639600;1579600;0;3219200;4;31/12/2040;NO APLICA;NO APLICA;0
252;1/03/2020;21;M;CASADO;18/09/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/09/2015;21/09/2015;84070;ADMINISTRATIVO PLANTA;6;10;PLANTA;110132;N;NO DEFINIDO;0;S;0.522;1969500;1897400;0;3866900;4;31/12/2040;NO APLICA;NO APLICA;0
257;1/03/2020;21;F;SOLTERO;12/09/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/02/2019;4/02/2019;84533;COMERCIAL;5;12;COMERCIAL;310215;N;NO DEFINIDO;3;S;0.522;2602500;2500000;0;5102500;5;31/12/2040;NO APLICA;NO APLICA;0
258;1/03/2020;21;F;SOLTERO;18/10/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;19/01/2016;19/01/2016;84302;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110312;N;NO DEFINIDO;0;S;0.522;4730000;4400000;0;9130000;5;31/12/2040;NO APLICA;NO APLICA;0
259;1/03/2020;21;M;SOLTERO;20/03/1991;29;1504;LEY 50 NOMINAL TERMINO FIJO;2/02/2015;2/02/2015;83830;DIRECCION;6;8;PLANTA;220136;N;NO DEFINIDO;0;S;4.35;1545200;1488600;0;3033800;4;31/12/2040;NO APLICA;NO APLICA;0
267;1/03/2020;21;M;SOLTERO;25/03/1993;27;1502;LEY 50 NOMINAL TERMINO INDEFIN;10/01/2019;10/01/2019;84077;ADMINISTRATIVO;4;14;ADMINISTRATIVO;110145;N;NO DEFINIDO;2;S;0.522;3680100;3525000;0;7205100;5;31/12/2040;NO APLICA;NO APLICA;0
268;1/03/2020;21;F;SOLTERO;11/04/1993;27;1504;LEY 50 NOMINAL TERMINO INDEFIN;13/02/2018;1/02/2020;84643;ADMINISTRATIVO;6;9;ADMINISTRATIVO;110109;N;NO DEFINIDO;0;S;0.522;1448600;1391500;0;2840100;4;31/12/2040;NO APLICA;NO APLICA;0
271;1/03/2020;21;M;UNION LIBRE;25/03/1994;26;1511;LEY 50 NOMINAL TERMINO INDEFIN;9/02/2015;9/02/2015;84073;DIRECCION;6;10;PLANTA;210246;N;NO DEFINIDO;0;S;2436;1453200;1400000;0;2853200;18;31/12/2040;NO APLICA;NO APLICA;0
272;1/03/2020;21;F;SOLTERO;13/07/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/02/2019;4/02/2019;84526;ADMINISTRATIVO;6;9;ADMINISTRATIVO;310215;N;NO DEFINIDO;3;S;0.522;1660800;1600000;0;3260800;5;31/12/2040;NO APLICA;NO APLICA;0
273;1/03/2020;21;M;SOLTERO;15/07/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;2/05/2018;2/05/2018;84641;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110138;N;NO DEFINIDO;0;S;0.522;4397400;4200000;0;8597400;5;31/12/2040;NO APLICA;NO APLICA;0
274;1/03/2020;21;F;SOLTERO;7/10/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;8/02/2017;8/02/2017;84488;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110128;N;NO DEFINIDO;0;S;0.522;3346500;3214700;0;6561200;5;31/12/2040;NO APLICA;NO APLICA;0
275;1/03/2020;21;M;UNION LIBRE;15/11/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;22/11/2017;22/11/2017;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
277;1/03/2020;21;F;SOLTERO;25/02/1995;25;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/09/2017;18/09/2017;84053;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110401;N;NO DEFINIDO;0;S;0.522;1968400;1880000;0;3848400;4;31/12/2040;NO APLICA;NO APLICA;0
286;1/03/2020;21;M;SOLTERO;29/11/1986;34;1509;LEY 50 NOMINAL TERMINO INDEFIN;26/12/2018;26/12/2018;83891;COMERCIAL;5;13;COMERCIAL;320157;N;NO DEFINIDO;53;S;2436;2173600;2088000;543400;4261600;15;31/12/2040;NO APLICA;NO APLICA;0
287;1/03/2020;21;M;SOLTERO;5/01/1988;32;1509;LEY 50 NOMINAL TERMINO INDEFIN;1/09/2017;1/09/2017;83823;ADMINISTRATIVO;4;14;ADMINISTRATIVO;320336;N;NO DEFINIDO;0;S;2436;3293800;3173200;0;6467000;15;31/12/2040;NO APLICA;NO APLICA;0
293;1/03/2020;21;M;SOLTERO;8/03/1987;33;1502;LEY 50 INTEGRAL;25/09/2017;25/09/2017;84035;ADMINISTRATIVO;2;18;ADMINISTRATIVO;110117;N;NO DEFINIDO;0;S;0.522;16864000;15939500;0;32803500;5;31/12/2040;NO APLICA;NO APLICA;0
294;1/03/2020;21;F;SOLTERO;21/05/1987;33;1502;LEY 50 NOMINAL TERMINO INDEFIN;12/01/2016;12/01/2016;84507;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110145;N;NO DEFINIDO;0;S;0.522;5496800;5250000;0;10746800;5;31/12/2040;NO APLICA;NO APLICA;0
295;1/03/2020;21;F;SOLTERO;15/06/1987;33;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/07/2013;16/07/2013;84467;ADMINISTRATIVO;3;17;ADMINISTRATIVO;320314;N;NO DEFINIDO;0;S;0.522;15400000;14000000;0;29400000;5;31/12/2040;NO APLICA;NO APLICA;0
296;1/03/2020;21;F;CASADO;6/10/1987;33;1502;LEY 50 NOMINAL TERMINO INDEFIN;26/10/2015;26/10/2015;83938;ADMINISTRATIVO;3;17;ADMINISTRATIVO;310111;N;NO DEFINIDO;0;S;0.522;12500000;12500000;0;25000000;5;31/12/2040;NO APLICA;NO APLICA;0
301;1/03/2020;21;F;SOLTERO;30/03/1989;31;1502;LEY 50 INTEGRAL;22/04/2019;22/04/2019;84589;ADMINISTRATIVO;3;17;ADMINISTRATIVO;310212;N;NO DEFINIDO;12;S;0.522;11561700;11106300;0;22668000;5;31/12/2040;NO APLICA;NO APLICA;0
305;1/03/2020;21;M;UNION LIBRE;24/04/1990;30;1502;LEY 50 INTEGRAL;20/11/2019;20/11/2019;83938;ADMINISTRATIVO;3;17;ADMINISTRATIVO;310111;N;NO DEFINIDO;12;S;0.522;13494000;13000000;0;26494000;5;31/12/2040;NO APLICA;NO APLICA;0
310;1/03/2020;21;M;SOLTERO;20/09/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/04/2016;5/04/2016;84612;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110120;N;NO DEFINIDO;0;S;0.522;3892500;3750000;0;7642500;4;31/12/2040;NO APLICA;NO APLICA;0
311;1/03/2020;21;M;SOLTERO;22/03/1992;28;1502;LEY 50 NOMINAL TERMINO INDEFIN;14/12/2015;14/12/2015;84703;ADMINISTRATIVO;3;16;ADMINISTRATIVO;110117;N;NO DEFINIDO;0;S;0.522;5800000;4800000;0;10600000;5;31/12/2040;NO APLICA;NO APLICA;0
320;1/03/2020;21;F;SOLTERO;22/02/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;18/02/2019;18/02/2019;84472;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110309;N;NO DEFINIDO;2;S;0.522;3100000;2576900;0;5676900;5;31/12/2040;NO APLICA;NO APLICA;0
322;1/03/2020;21;F;SOLTERO;28/03/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;18/09/2017;18/09/2017;84290;ADMINISTRATIVO;4;15;ADMINISTRATIVO;310115;N;NO DEFINIDO;0;S;0.522;4247300;4080000;0;8327300;5;31/12/2040;NO APLICA;NO APLICA;0
325;1/03/2020;21;M;SOLTERO;29/07/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;7/10/2019;7/10/2019;84119;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310125;N;NO DEFINIDO;3;S;0.522;3643500;3500000;0;7143500;5;31/12/2040;NO APLICA;NO APLICA;0
333;1/03/2020;21;M;SOLTERO;25/07/1995;25;1502;LEY 50 NOMINAL TERMINO INDEFIN;1/03/2019;1/03/2019;84719;ADMINISTRATIVO;4;14;COMERCIAL;310111;N;NO DEFINIDO;3;S;0.522;4247300;3300000;0;7547300;5;31/12/2040;NO APLICA;NO APLICA;0
337;1/03/2020;21;F;SOLTERO;17/02/1996;24;1502;LEY 50 NOMINAL TERMINO INDEFIN;10/12/2019;10/12/2019;84558;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110309;N;NO DEFINIDO;2;S;0.522;2394300;2230000;0;4624300;5;31/12/2040;NO APLICA;NO APLICA;0
340;1/03/2020;21;F;SOLTERO;28/03/1996;24;1502;LEY 50 NOMINAL TERMINO INDEFIN;23/09/2019;23/09/2019;84653;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310125;N;NO DEFINIDO;3;S;0.522;3008500;2890000;0;5898500;5;31/12/2040;NO APLICA;NO APLICA;0
348;1/03/2020;21;M;SOLTERO;3/02/1998;22;1502;LEY 50 NOMINAL TERMINO INDEFIN;13/08/2019;13/08/2019;84052;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310111;N;NO DEFINIDO;12;S;0.522;3000000;1885100;0;4885100;5;31/12/2040;NO APLICA;NO APLICA;0
351;1/03/2020;21;F;SOLTERO;11/01/1986;34;1504;LEY 50 NOMINAL TERMINO INDEFIN;6/04/2015;6/04/2015;83943;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110213;N;NO DEFINIDO;0;S;0.522;6033900;5813000;0;11846900;4;31/12/2040;NO APLICA;NO APLICA;0
353;1/03/2020;21;M;SOLTERO;7/02/1987;33;1504;LEY 50 NOMINAL TERMINO FIJO;2/02/2015;2/02/2015;83830;DIRECCION;6;8;PLANTA;220104;N;NO DEFINIDO;0;S;4.35;1545200;1488600;0;3033800;4;31/12/2040;NO APLICA;NO APLICA;0
356;1/03/2020;21;M;SOLTERO;24/09/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/02/2017;20/02/2017;84087;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110116;N;NO DEFINIDO;0;S;0.522;2816400;2705500;0;5521900;4;31/12/2040;NO APLICA;NO APLICA;0
358;1/03/2020;21;F;SOLTERO;17/03/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;13/07/2016;13/07/2016;83927;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110202;N;NO DEFINIDO;0;S;0.522;6747000;6500000;0;13247000;4;31/12/2040;NO APLICA;NO APLICA;0
359;1/03/2020;21;F;CASADO;6/01/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/03/2019;4/03/2019;84704;ADMINISTRATIVO;4;14;COMERCIAL;310130;N;NO DEFINIDO;3;S;0.522;3500000;3000000;0;6500000;5;31/12/2040;NO APLICA;NO APLICA;0
360;1/03/2020;21;M;SOLTERO;13/06/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;17/09/2018;17/09/2018;84503;ADMINISTRATIVO;3;16;ADMINISTRATIVO;110110;N;NO DEFINIDO;2;S;0.522;6908900;6636800;0;13545700;5;31/12/2040;NO APLICA;NO APLICA;0
363;1/03/2020;21;M;UNION LIBRE;30/05/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/06/2019;4/06/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
364;1/03/2020;21;M;SOLTERO;3/07/1992;28;1504;LEY 50 NOMINAL TERMINO FIJO;19/05/2014;19/05/2014;84585;ADMINISTRATIVO;5;11;ADMINISTRATIVO;110182;N;NO DEFINIDO;0;S;4.35;2550500;2450000;0;5000500;4;31/12/2040;NO APLICA;NO APLICA;0
372;1/03/2020;21;F;SOLTERO;16/11/1997;23;1504;LEY 50 NOMINAL TERMINO INDEFIN;11/04/2016;11/04/2016;83891;COMERCIAL;5;13;COMERCIAL;320157;N;NO DEFINIDO;0;S;0.522;2113600;1948000;528400;4061600;4;31/12/2040;NO APLICA;NO APLICA;0
373;1/03/2020;21;M;SOLTERO;13/01/1998;22;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/04/2019;16/04/2019;84653;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310125;N;NO DEFINIDO;3;S;0.522;3008500;2890000;0;5898500;5;31/12/2040;NO APLICA;NO APLICA;0
374;1/03/2020;21;M;SOLTERO;26/01/1998;22;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/12/2018;5/12/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
379;1/03/2020;21;M;CASADO;18/04/1986;34;1504;LEY 50 NOMINAL TERMINO INDEFIN;11/01/2012;11/01/2012;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;0.522;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
380;1/03/2020;21;F;CASADO;20/11/1986;34;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/10/2013;1/10/2013;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110205;N;NO DEFINIDO;0;S;4.35;1597500;1539000;0;3136500;4;31/12/2040;NO APLICA;NO APLICA;0
383;1/03/2020;21;F;UNION LIBRE;15/03/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/12/2018;17/12/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
385;1/03/2020;21;M;SOLTERO;4/01/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;12/09/2016;12/09/2016;84131;ADMINISTRATIVO;3;16;ADMINISTRATIVO;110120;N;NO DEFINIDO;0;S;2436;6909000;6443300;0;13352300;4;31/12/2040;NO APLICA;NO APLICA;0
388;1/03/2020;21;M;SOLTERO;9/09/1991;29;1504;LEY 50 NOMINAL TERMINO FIJO;16/06/2014;16/06/2014;84091;DIRECCION;5;11;PLANTA;220178;N;NO DEFINIDO;0;S;4.35;2460300;2370200;0;4830500;4;31/12/2040;NO APLICA;NO APLICA;0
389;1/03/2020;21;M;SOLTERO;1/02/1992;28;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;84459;DIRECCION;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;4.35;1639600;1579600;0;3219200;4;31/12/2040;NO APLICA;NO APLICA;0
391;1/03/2020;21;M;SOLTERO;21/06/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/08/2017;18/08/2017;84518;ADMINISTRATIVO;6;9;ADMINISTRATIVO;220168;N;NO DEFINIDO;0;S;2436;1612100;1553100;0;3165200;4;31/12/2040;NO APLICA;NO APLICA;0
392;1/03/2020;21;F;SOLTERO;28/06/1992;28;1511;LEY 50 NOMINAL TERMINO FIJO;2/12/2016;2/12/2016;84424;DIRECCION;6;9;PLANTA;210246;N;NO DEFINIDO;0;S;2436;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
394;1/03/2020;21;M;UNION LIBRE;19/12/1992;28;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
401;1/03/2020;21;F;UNION LIBRE;13/04/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/03/2019;4/03/2019;84649;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310215;N;NO DEFINIDO;3;S;0.522;3123000;3000000;0;6123000;5;31/12/2040;NO APLICA;NO APLICA;0
402;1/03/2020;21;M;UNION LIBRE;17/05/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/06/2019;18/06/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
